place_name,place_info,corpus,"coordinates (y, x)",query,
pm주차장22,농대(농생대) 본관 정문 지쿠터 주차장,"농대(농생대) 본관 정문 앞에 지쿠터 주차장이 있습니다. 
주말에는 농대(농생대) 본관 정문 지쿠터 주차장 앞에 지쿠터가 거의 없습니다. 
농대(농생대) 본관의 정문 바로 앞에 있는 지쿠터 주차장 맞은 편엔 일반 주차 공간이 있습니다. 
농대(농생대) 본관 지쿠터 주차장은 정문 양쪽에 있습니다. ","35.849117, 127.133260","농대 본관 정문 앞 지쿠터 주차장으로 배달해주실 수 있나요?
주말에 농대 본관 정문 지쿠터 주차장 앞에서 만나려고 하는데, 주변에 좋은 대기 장소가 있나요?
농대 본관 정문 쪽에 있는 지쿠터 주차장으로 와주세요.
농대 본관 정문 앞 지쿠터 주차장으로 배달해주세요.
농대 본관 지쿠터 주차장으로 큰 소포를 보내려고 하는데, 정확한 위치를 알려주실 수 있나요?
농대 본관 정문 앞 지쿠터 주차장에 손님을 만나기로 했습니다. 위치를 알려주세요.
농대 본관 정문 지쿠터 주차장 앞에서 친구를 기다리고 있습니다. 여기는 어디인가요?
농대 본관 정문에 지쿠터를 주차할만한 곳이 있나요?
농대 본관 지쿠터 주차장을 알려주세요.
농대 본관 정문 바로 앞에 있는 지쿠터 주차장으로 와주세요.",
pm주차장23,농대(농생대) 본관 우측 지쿠터 주차장,"농대(농생대) 본관 우측 지쿠터 주차장은 본관 우측 출입구 계단 근처에 있습니다.
농대(농생대) 본관 우측 지쿠터 주차장에서 흡연하는 사람들도 있습니다. 
농대(농생대) 본관의 우측에 자리한 지쿠터 주차장은 학생들이 자주 모이는 휴식 공간으로도 이용됩니다. 
농대(농생대) 본관 우측에 위치한 지쿠터 주차장 맞은 편에도 일반 주차공간이 있습니다.","35.849124, 127.133727","농대 본관 우측 지쿠터 주차장으로 피자를 배달해 주세요.
농대 본관 우측 지쿠터 주차장의 위치를 알려주세요.
농대 본관 우측에 있는 지쿠터 주차장에서 친구를 만나려고 합니다. 그곳은 어디인가요?
농대 본관 우측 지쿠터 주차장 맞은편의 일반 주차공간에 차를 주차하려면 어디로 가야하나요?
농대 본관 우측 지쿠터 주차장에서 커피를 배달 받으려고 합니다. 여기는 어디인가요?
농대 본관 우측 지쿠터 주차장에서 친구와 만나기로 했는데, 그곳의 정확한 위치를 알려주세요.
농대 본관 우측 지쿠터 주차장으로 중요한 소포를 보내려고 하는데, 정확한 위치를 알려주실 수 있나요?
농대 본관 우측 지쿠터 주차장에서 기다리고 있습니다.
농대 본관 우측 지쿠터 주차장에 지쿠터를 주차해주세요.
농대 본관 우측에 위치한 지쿠터 주차장 맞은편에 있는 주차 공간을 어떻게 찾을 수 있나요?",
pm주차장24,농대(농생대) 1호관 지쿠터 주차장,"농대(농생대) 1호관 앞에 지쿠터 주차장이 있어요.
농대 1호관 앞 지쿠터 주차장은 농대 학생들이 주로 이용합니다.
농대(농생대) 1호관 지쿠터 주차장은 농산물 가공공장과 가깝습니다. 
농대(농생대) 1호관으로 가는 지름길을 따라 들어가면 지쿠터 주차장이 있습니다.","35.849015, 127.131023","농대 1호관 앞 지쿠터 주차장으로 음식 배달을 요청합니다.
농대 1호관 앞 지쿠터 주차장에서 학생들을 만나려면 어디로 가야 하나요?
농산물 가공공장 근처에 있는 농대 1호관 앞 지쿠터 주차장으로 어떻게 가나요?
농대 1호관으로 가는 지름길을 따라 지쿠터 주차장에 도착하려는데 어디인가요?
농대 1호관 앞 지쿠터 주차장에서 큰 소포를 받으려고 하는데, 정확한 위치를 알려주실 수 있나요?
농대 1호관 앞 지쿠터 주차장에서 모이기로 해요.
농대 1호관 앞 지쿠터 주차장은 어디인가요?
농대 1호관 앞 지쿠터 주차장에서 지쿠터를 찾고 싶습니다. 어디에 있나요?
농대 1호관 앞 지쿠터 주차장으로 안내해주세요.
농대 1호관 앞 지쿠터 주차장에서 만날 예정인데, 그곳은 어디인가요?",
pm주차장25,농대(농생대) 2호관 지쿠터 주차장,"농대(농생대) 2호관 앞에 지쿠터 주차장이 있습니다. 
농대(농생대) 2호관 지쿠터 주차장 근처에 벤치가 있습니다. 
농대(농생대) 2호관 근처에 위치한 지쿠터 주차장은 농대 2호관 정문 앞에 있습니다 . 
농대(농생대) 2호관 바로 옆에 조성된 지쿠터 주차장은 학생들에게 편리한 지쿠터 공간을 제공합니다.","35.848965, 127.131649","농대 2호관 앞 지쿠터 주차장으로 음식 배달을 요청합니다.
농대 2호관 앞 지쿠터 주차장에서 학생들을 만나려면 어디로 가야 하나요?
농대 2호관 벤치 근처에 있는 지쿠터 주차장으로 어떻게 가나요?
농대 2호관으로 가는 지름길을 따라 지쿠터 주차장에 도착하려는데 어디인가요?
농대 2호관 앞 지쿠터 주차장에서 택배를 받으려고 하는데, 정확한 위치를 알려주실 수 있나요?
농대 2호관 앞 지쿠터 주차장에서 모이기로 해요.
농대 2호관 앞 지쿠터 주차장은 어디인가요?
농대 2호관 앞 지쿠터 주차장에서 지쿠터를 찾고 싶습니다. 어디에 있나요?
농대 2호관 앞 지쿠터 주차장으로 안내해주세요.
농대 2호관 앞 지쿠터 주차장에서 만날 예정인데, 그곳은 어디인가요?",
pm주차장26,농대(농생대) 3호관 정문 앞 지쿠터 주차장,"농대(농생대) 3호관 정문 앞에 지쿠터 주차장이 있습니다. 
주말에는 농대(농생대) 3호관 정문 앞 지쿠터 주차장 근처 길을 통해 도로로 나가면 중앙도서관이 있습니다. 
농대(농생대) 3호관 정문 근처에 지쿠터 주차장이 있습니다. 
농대(농생대) 3호관의 정문 앞에 마련된 지쿠터 주차장은 수업 시간이면 학생들로 가득 차곤 합니다.","35.848452, 127.134788","농대 3호관 정문 앞 지쿠터 주차장으로 음식 배달을 해주세요.
주말에 농대 3호관 정문 앞 지쿠터 주차장에 주차를 하려는데, 위치를 알려주세요.
농대 3호관 정문 근처 지쿠터 주차장에서 친구를 만나려면 어디로 가야 하나요?
쉬는 시간에 농대 3호관 정문 앞 지쿠터 주차장에 자리를 찾으려면 어떻게 해야 하나요?
농대 3호관 정문 앞 지쿠터 주차장에서 큰 소포를 받으려고 하는데, 정확한 위치를 알려주실 수 있나요?
농대 3호관 정문 앞 지쿠터 주차장이 있는 곳은 어디인가요?
농대 3호관 정문 앞 지쿠터 주차장 근처에서 손님을 기다리고 있습니다. 
농대 3호관 정문 앞 지쿠터 주차장에서 행사를 진행합니다.
농대 3호관 정문 앞 지쿠터 주차장에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
농대 3호관 정문 앞 지쿠터 주차장 근처로 와주세요.",
pm주차장27,농대(농생대) 3호관과 농대(농생대) 4호관 사이 지쿠터 주차장,"농대(농생대) 3호관과 4호관 사이에 지쿠터 주차장이 있습니다. 
농대(농생대) 3호관과 농대(농생대) 4호관 사이 지쿠터 주차장에서 흡연을 하는 사람들이 있습니다. 
농대(농생대) 3호관과 4호관 사이에 자리한 지쿠터 주차장은 학생들이 다른 건물로 향하는 이동통로에 있어요. 
농대(농생대) 3호관과 4호관 사이에 위치한 이 지쿠터 주차장은 학기 중에는 학생들의 만남의 장소가 됩니다.","35.848609, 127.135218","농대 3호관과 4호관 사이 지쿠터 주차장으로 음식을 배달해주세요.
농대 3호관과 4호관 사이 지쿠터 주차장에서 흡연하는 사람들이 있을 수 있어요. 그곳으로 와주세요.
농대 3호관과 4호관 사이 지쿠터 주차장에서 만나자. 위치는 여기야.
농대 3호관과 4호관 사이 지쿠터 주차장에서 학생들을 만나려면 어디로 가야 하나요?
농대 3호관과 4호관 사이 지쿠터 주차장에서 큰 소포를 받으려고 하는데, 정확한 위치를 알려주실 수 있나요?
농대 3호관과 4호관 사이 지쿠터 주차장이 있는 길은 어디인가요?
농대 3호관과 4호관 사이 지쿠터 주차장 근처에서 손님을 기다리고 있습니다. 여기가 어디인가요?
농대 3호관과 4호관 사이 지쿠터 주차장에서 행사를 진행합니다.
농대 3호관과 4호관 사이 지쿠터 주차장에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
농대 3호관과 4호관 사이에서 지쿠터를 주차하고 싶은데 어디로 가면 돼?",
pm주차장28,농대(농생대) 4호관 지쿠터 주차장,"농대(농생대) 4호관 앞에 지쿠터 주차장이 있어요. 
농대(농생대) 4호관 지쿠터 주차장에서 학교 내 식당 후생관을 방문하는 사람들도 있어요. 
농대(농생대) 4호관 지쿠터 주차장 근처에 제2 도서관이 있어요. 
농대(농생대) 4호관 옆에 조성된 지쿠터 주차장 근처에 흡연을 할 수 있는 정자가 있습니다.","35.848352, 127.135283","농대 4호관 앞 지쿠터 주차장으로 배달해주세요.
농대 4호관 앞에 지쿠터를 주차할만한 곳을 알려주세요.
농대 4호관 지쿠터 주차장 근처에서 행사를 진행할게요.
농대 4호관에 있는 흡연 가능한 정자 근처 지쿠터 주차장으로 와주세요.
농대 4호관 앞 지쿠터 주차장에서 큰 소포를 받으려고 하는데, 정확한 위치를 알려주실 수 있나요?
농대 4호관 앞 지쿠터 주차장은 어디인가요?
농대 4호관 앞 지쿠터 주차장 근처에서 손님을 기다리고 있습니다. 이곳의 위치 정보를 주세요.
농대 4호관 앞 지쿠터 주차장에서 만나요.
농대 4호관 앞 지쿠터 주차장에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
농대 4호관 앞에 위치한 지쿠터 주차장에서 지쿠터를 이용하고 싶은데, 어디에 있나요?",
pm주차장29,농대(농생대) 실습장 기숙사 근처 지쿠터 주차장,"농대(농생대) 실습장과 기숙사로 가는 길 사이에 지쿠터 주차장이 위치해있습니다. 
기숙사 근처 버스정류장 앞에 농대 실습장 근처 지쿠터 주차장이 있습니다. 
농대(농생대) 실습장과 기숙사 근처 지쿠터 주차장을 지나가면 훈산건지하우스가 있습니다. 
지쿠터로 가득한 농대(농생대) 실습장 인근 기숙사 옆 지쿠터 주차장은 근처에 자전거 보관함과 벤치가 있습니다.","35.849901, 127.128262","농대실습장 기숙사 근처 지쿠터 주차장으로 배달해주세요.
농대 실습장 기숙사 근처에 지쿠터를 주차할만한 곳을 알려주세요.
농생대 실습장 기숙사 근처 지쿠터 주차장에서 행사를 진행할게요.
농대 실습장 기숙사 근처 지쿠터 주차장으로 와주세요.
농대 실습장 기숙사 근처 지쿠터 주차장에서 큰 소포를 받으려고 하는데, 정확한 위치를 알려주실 수 있나요?
농생대 실습장 기숙사 근처 지쿠터 주차장은 어디인가요?
농대 실습장 기숙사 근처 지쿠터 주차장에서 손님을 기다리고 있습니다. 이곳의 위치 정보를 주세요.
농대 실습장 기숙사 근처 지쿠터 주차장에서 만나요.
농대 실습장 기숙사 근처 지쿠터 주차장에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
농대 실습장 기숙사 근처 지쿠터 주차장에서 지쿠터를 이용하고 싶은데, 어디에 있나요?",
pm주차장3,공대(공과대학) 2호관 지쿠터 주차장,"공대(공과대학) 2호관에 지쿠터 주차장이 있습니다. 
공대(공과대학) 2호관 지쿠터 주차장은 공대 1호관과 가깝습니다. 
공대(공과대학) 2호관 지쿠터 주차장 옆에 자연관으로 통하는 계단이 있습니다. 
공대(공과대학) 2호관 인근의 지쿠터 주차장은 공대 1호관 가운데에 있는 교수 주차장 옆에 있습니다.","35.8465, 127.1317","공대 2호관 앞 지쿠터 주차장으로 배달해주세요.
공대 2호관 앞에 지쿠터를 주차할만한 곳을 알려주세요.
공대 2호관 지쿠터 주차장에서 행사를 한다는데, 위치를 제공해주세요.
공대 2호관 흡연 가능한 정자 근처 지쿠터 주차장으로 와주세요.
공대 2호관 앞 지쿠터 주차장에서 큰 소포를 받으려고 하는데, 정확한 위치를 알려주실 수 있나요?
공대 2호관 지쿠터 주차장은 어디인가요?
공대 2호관 지쿠터 주차장 근처에서 손님을 기다리고 있습니다. 이곳의 위치 정보를 주세요.
공대 2호관 근처 지쿠터 주차장에서 만나요.
공대 2호관 지쿠터 주차장에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
공대 2호관에 위치한 지쿠터 주차장에서 지쿠터를 이용하고 싶은데, 어디에 있나요?",
pm주차장4,공대(공과대학) 3호관 지쿠터 주차장,"공대(공과대학) 3호관 바로 앞에 지쿠터 주차장이 있습니다. 
공대(공과대학) 3호관 지쿠터 주차장은 공대 6호관 앞 교수 주차장과 가깝습니다. 
공대(공과대학) 3호관 지쿠터 주차장 앞에 공대 7호관 정자가 있습니다.
공대(공과대학) 3호관 인근의 지쿠터 주차장 앞에는 공대 비행기 모형이 있습니다.","35.846568, 127.133615","공대 3호관 바로 앞 지쿠터 주차장으로 음식을 배달해주세요.
공대 6호관 앞 교수 주차장 근처에 있는 공대 3호관 지쿠터 주차장을 알려주세요.
공대 7호관 정자에서 공대 3호관 지쿠터 주차장 앞에 어떻게 가나요?
공대 비행기 모형 근처에 있는 3호관 지쿠터 주차장의 위치는? 
공대 3호관 바로 앞 지쿠터 주차장에서 큰 소포를 받으려고 하는데, 정확한 위치를 알려주실 수 있나요?
공대 3호관 앞 지쿠터 주차장은 어디인가요?
공대 3호관 앞 지쿠터 주차장 근처에서 손님을 기다리고 있습니다. 여기는 어디에 있나요?
공대 3호관 앞 지쿠터 주차장 근처로 모여주세요.
공대 3호관 앞 지쿠터 주차장에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
공대 3호관 바로 앞에 위치한 지쿠터 주차장 근처로 배송해주세요!",
pm주차장5,공대(공과대학) 4호관 앞 지쿠터 주차장,"공대(공과대학) 4호관 앞에 지쿠터 주차장이 있습니다. 
공대(공과대학) 4호관 앞 지쿠터 주차장 앞에는 흡연을 할 수 있는 정자가 있습니다. 
공대(공과대학) 4호관 앞에 자리한 지쿠터 주차장 근처에는 공대 편의점이 있습니다. 
공대(공과대학) 4호관 정문 앞 지쿠터 주차장은 학생들에게 많은 편의를 제공합니다.","35.8474, 127.1327","공대 4호관 앞 지쿠터 주차장으로 피자를 배달해 주실 수 있나요?
공대 4호관 앞 흡연 정자 주변 지쿠터 주차장에서 친구를 만나려고 합니다. 그곳을 어떻게 찾을 수 있나요?
공대 4호관 앞 지쿠터 주차장 근처 공대 편의점으로 물건을 보내려고 합니다. 정확한 위치를 알려주실 수 있나요?
공대 4호관 정문 앞 지쿠터 주차장에서 소포를 받으려고 합니다. 여기는 어디인가요?
공대 4호관 앞 지쿠터 주차장으로 가는 가장 빠른 길은 어디인가요?
공대 4호관 앞 지쿠터 주차장 근처에서 손님을 기다리고 있습니다. 여기의 정확한 위치는 말해주세요.
공대 4호관 앞 지쿠터 주차장으로 와주세요.
공대 4호관 앞 지쿠터 주차장에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
공대 4호관 앞 지쿠터 주차장에서 만나요.
공대 4호관 앞 지쿠터 주차장에서 저녁 시간에 만나기로 했습니다. 이곳은 어디인가요?",
pm주차장6,공대(공과대학) 5호관 지쿠터 주차장,"공대(공과대학) 5호관 옆에 지쿠터 주차장이 있습니다. 
공대 5호관 인근 지쿠터 주차장은 중앙도서관과 가깝습니다. 
공대(공과대학) 5호관 근처의 지쿠터 주차장에서 지쿠터가 필요한 사람들은 찾아서 사용할 수 있습니다. 
공대(공과대학) 5호관 지쿠터 주차장은 다른 공대들과 가깝지 않습니다.","35.847326, 127.131654","공대 5호관 앞 지쿠터 주차장으로 음식을 배달해 주세요.
공대 5호관 앞 흡연 정자 주변 지쿠터 주차장에서 친구를 만나려고 합니다. 그곳을 어떻게 찾을 수 있나요?
공대 5호관 앞 지쿠터 주차장 근처 공대 편의점으로 물건을 보내려고 합니다. 정확한 위치를 알려주실 수 있나요?
공대 5호관 정문 앞 지쿠터 주차장에서 소포를 받으려고 합니다. 여기는 어디인가요?
공대 5호관 근처 지쿠터 주차장의 위치는 어디인가요?
공대 5호관 앞 지쿠터 주차장 근처에서 손님을 기다리고 있습니다. 여기의 정확한 위치는 말해주세요.
공대 5호관 앞 지쿠터 주차장으로 와주세요.
공대 5호관 앞 지쿠터 주차장에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
공대 5호관 앞 지쿠터 주차장에서 만나요.
공대 5호관 앞 지쿠터 주차장에서 내일 만나기로 했습니다. 이곳은 어디인가요?",
pm주차장7,공대(공과대학) 6호관 정문 지쿠터 주차장,"공대(공과대학) 6호관 정문 앞에 지쿠터 주차장이 있습니다. 
지쿠터로 가득한 공대(공과대학) 6호관 정문 주차장 앞에는 정자와 벤치가 있습니다. 
공대(공과대학) 6호관 정문 인근의 지쿠터 주차장 옆에는 보건소가 있습니다. 
공대(공과대학) 6호관 정문 바로 앞에 위치한 지쿠터 주차장 앞에서 흡연하는 학생들이 많습니다.","35.8468, 127.1345","공대 6호관 정문 앞 지쿠터 주차장은 어디에 있나요?
공대 6호관 정문 앞에 있는 지쿠터 주차장으로 배달해주세요.
공대 6호관 정문 앞 지쿠터 주차장에서 음식을 받기로 했는데 그 곳이 어디인가요?
공대 6호관 정문 지쿠터 주차장에서 친구를 만날 예정인데, 어떻게 찾아갈 수 있을까요?
공대 6호관 정문 앞 지쿠터 주차장의 위치를 정확히 알려주실 수 있나요?
공대 6호관 정문 근처에 있는 지쿠터 주차장에서 모이기로 했습니다.
공대 6호관 정문 앞에 있는 지쿠터 주차장에 지쿠터를 보관해주세요.
공대 6호관 정문 쪽 지쿠터 주차장으로 와주세요.
공대 6호관 정문 앞 지쿠터 주차장의 위치정보를 줘.
공대 6호관 정문 쪽 벤치 주변 지쿠터 주차장을 알려줘.",
pm주차장8,공대(공과대학) 6호관 후문 지쿠터 주차장,"공대(공과대학) 6호관 후문에 지쿠터 주차장이 있습니다. 
공대(공과대학) 6호관 후문 앞의 지쿠터 주차장은 후생관 정문 앞에 위치합니다. 
학생들이 쉽게 접근할 수 있는 공대(공과대학) 6호관 후문 지쿠터 주차장은 사용자가 많습니다. 
공대(공과대학) 6호관 후문 계단 앞에 지쿠터를 주차할 수 있습니다.","35.8471, 127.1343","공대 6호관 후문 지쿠터 주차장으로 배달해주세요.
공대 6호관 후문 앞 지쿠터 주차장이 후생관 정문 앞에 위치해있는지 확인할 수 있을까요?
학생들이 자주 이용하는 공대 6호관 후문 지쿠터 주차장은 어디에 있나요?
공대 6호관 후문 계단 앞에 지쿠터를 주차하시면 됩니다.
공대 6호관 후문 지쿠터 주차장으로 큰 소포를 배달하려고 하는데, 정확한 위치를 알려주실 수 있나요?
공대 6호관 후문 지쿠터 주차장의 위치를 알려주세요.
공대 6호관 후문 지쿠터 주차장에서 손님을 기다리고 있습니다.
공대 6호관 후문 지쿠터 주차장의 위치 정보를 주세요.
공대 6호관 후문 지쿠터 주차장에서 만날 예정인데, 그곳은 어디인가요?
공대 6호관 후문 근처에 있는 지쿠터 주차장에 지쿠터를 보관해주세요.",
pm주차장9,공대(공과대학) 7호관 정문 지쿠터 주차장,"공대(공과대학) 7호관 정문 앞에 지쿠터 주차장이 있습니다. 
공대 7호관 정문 앞 주차장은 교수 주차장 옆에 있습니다. 
공대(공과대학) 7호관 정문 인근의 지쿠터 주차장 근처에 흡연 부스가 있습니다. 
공대(공과대학) 7호관 정문 바로 옆 지쿠터 주차장 근처에 정자가 있습니다.","35.8463, 127.1339","공대 7호관 정문 앞 지쿠터 주차장으로 배달해주세요.
공대 7호관 정문 앞 지쿠터 주차장이 후생관 정문 앞에 위치해있는지 확인할 수 있을까요?
학생들이 자주 이용하는 공대 7호관 정문 앞 지쿠터 주차장은 어디에 있나요?
공대 7호관 정문 앞 계단 앞에 지쿠터를 주차하시면 됩니다.
공대 7호관 정문 앞 지쿠터 주차장으로 큰 소포를 배달하려고 하는데, 정확한 위치를 알려주실 수 있나요?
공대 7호관 정문 앞 지쿠터 주차장의 위치를 알려주세요.
공대 7호관 흡연구역 근처의 지쿠터 주차장으로 와주세요.
공대 7호관 정문 근처 지쿠터 주차장의 위치 정보를 주세요.
공대 7호관 정문 앞 지쿠터 주차장에서 만날 예정인데, 그곳은 어디인가요?
공대 7호관 정문 쪽에 있는 지쿠터 주차장에 지쿠터를 보관해주세요.",
흡연구역1,공대(공과대학) 1호관 정문 흡연구역,"공대(공과대학) 1호관 정문 앞에 흡연구역에서 사람들이 담배를 핍니다.
공대(공과대학) 1호관 정문 앞 흡연구역은 흡연부스도 설치되어 있습니다.
 공대(공과대학) 1호관 정문에 위치한 흡연구역에서는 바위들이 많습니다. 
공대(공과대학) 1호관 정문 인근의 흡연구역은 앞에는 현수막들이 걸려있습니다.","35.8462, 127.1331","공대 1호관 정문 앞 흡연구역으로 배달해주세요.
흡연부스가 설치된 공대 1호관 정문 앞 흡연구역에서 담배를 피세요.
공대 1호관 정문 바위 근처에 있는 흡연구역은 어디인가요?
현수막들이 걸려있는 공대 1호관 정문 인근 흡연구역으로 물건을 주문하고 싶어요.
공대 1호관 정문 앞 흡연구역으로 와주세요.
공대 1호관 흡연부스는 어디있나요?
공대 1호관 정문 인근의 흡연구역을 알려주세요.
공대 1호관 정문 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
공과대학 1호관 정문 앞 흡연구역에서 물건을 받아오기 위해 위치가 필요합니다.
공대 1호관 앞에 담배를 필 수 있는 곳을 알려주세요.",
흡연구역2,공대(공과대학) 6호관 정문 흡연구역,"공대(공과대학) 6호관 정문 앞에 흡연구역에서 사람들이 담배를 핍니다.
공대(공과대학) 6호관 정문 흡연구역에는 정자와 벤치가 있습니다. 
공대(공과대학) 6호관 정문 흡연구역 앞에는 교수 주차장이 있습니다. 
공대(공과대학) 6호관 정문 앞 흡연구역을 지나 공대 7호관으로 이동할 수 있습니다.","35.8467, 127.1342","공대 6호관 정문 앞 흡연구역으로 배달해주세요.
공대 6호관 정문 앞 흡연구역에서 담배를 피세요.
공대 6호관 근처 벤치가 있는 흡연구역이 있나요?
정자가 있는 공대 6호관 정문 인근 흡연구역으로 물건을 주문하고 싶어요.
공대 6호관 정문 앞 흡연구역으로 와주세요.
공대 6호관 흡연하는 곳은 어디있나요?
공대 6호관 정문 인근의 흡연구역을 알려주세요.
공대 6호관 정문 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
공과대학 6호관 정문 앞 흡연구역에서 물건을 받아오기 위해 위치가 필요합니다.
공대 6호관 앞에 담배를 필 수 있는 곳을 알려주세요.",
흡연구역3,공대(공과대학) 7호관 흡연구역,"공대(공과대학) 7호관 옆에 흡연구역에서 사람들이 담배를 핍니다. 
공대(공과대학) 7호관 인근의 흡연구역은 공대 비행기 근처에 있습니다. 
공대(공과대학) 7호관 흡연구역은 흡연부스도 설치되어 있습니다. 
공대(공과대학) 7호관 근처 흡연구역 옆에 쓰레기통이 설치되어 있습니다.","35.846279, 127.133760","공대 7호관 옆 흡연구역으로 배달해주세요.
공대 7호관 정문 앞 흡연구역에서 담배를 피세요.
공대 7호관 근처 벤치가 있는 흡연구역이 있나요?
정자가 있는 공대 7호관 정문 인근 흡연구역으로 물건을 주문하고 싶어요.
공대 7호관 정문 앞 흡연구역으로 와주세요.
공대 7호관 흡연부스는 어디있나요?
공대 7호관 정문 인근의 흡연구역을 알려주세요.
공대 7호관 정문 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
공과대학 7호관 비행기 근처 흡연구역에서 기다리세요.
공대 7호관 근처에 담배를 필 수 있는 곳을 알려주세요.",
흡연구역4,중앙도서관 앞 흡연구역,"중앙도서관 정문 앞에 흡연구역에서 사람들이 담배를 핍니다.
중앙도서관 앞 흡연구역은 벤치와 정자가 있습니다.
중앙도서관 흡연구역 옆에는 농대로 가는 길이 있습니다. 
중앙도서관 근처 흡연구역에는 자판기가 있습니다.","35.848550, 127.131375","중앙도서관 정문 앞에서 담배를 피고 싶은데 어디에서 펴야할까요?
중앙도서관 정문 앞에 있는 흡연구역으로 가주세요.
중앙도서관 정문 앞 흡연구역은 어디에 있나요?
중앙도서관 흡연구역에서 친구를 만날 예정인데, 어떻게 찾아갈 수 있을까요?
중앙도서관 정문 쪽 흡연구역의 위치를 정확히 알려주실 수 있나요?
중앙도서관에 있는 흡연구역에서 모이기로 했습니다.
중앙도서관 정문 앞 흡연구역을 알려주세요.
중앙도서관 정문 앞 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
중앙도서관 정문 앞 흡연구역에서 만나요.
중앙도서관 정문 앞에서 담배를 필 수 있는 곳을 알려주세요.",
흡연구역5,농대(농생대) 본관 흡연구역,"농대(농생대) 본관 앞에 흡연구역이 있습니다. 
농대(농생대) 본관 인근의 흡연구역에는 정자와 벤치가 있습니다. 
농대(농생대) 본관 근처 흡연구역은 농대 본관으로 들어가는 길에서 오른쪽(우측)에 위치하고 있습니다. 
농대(농생대) 본관 흡연구역에서 사람들이 담배를 핍니다.","35.849272, 127.132622","농대 본관 앞 흡연구역으로 배달해주세요.
농대 본관 앞 흡연구역에서 담배를 피세요.
농대 본관 앞 근처 벤치가 있는 흡연구역이 있나요?
정자가 있는 농대 본관 앞 정문 인근 흡연구역으로 물건을 주문하고 싶어요.
농대 본관 앞 흡연구역으로 와주세요.
농대 본관에 담배피는 곳은 어디있나요?
농대 본관 정문 인근의 흡연구역을 알려주세요.
농대 본관 근처의 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
농대 본관 앞 흡연구역에서 물건을 받아오기 위해 위치가 필요합니다.
농대 본관 앞에 담배를 필 수 있는 곳을 알려주세요.",
흡연구역6,농대(농생대) 4호관 흡연구역,"농대(농생대) 4호관 앞에는 흡연구역이 있습니다. 
농대(농생대) 4호관 근처 흡연구역은 제2도서관과 가깝습니다. 
농대(농생대) 4호관 인근의 흡연구역은 정자와 벤치가 있습니다. 
농대(농생대) 4호관 흡연구역에서 사람들이 담배를 핍니다.","35.848205, 127.135893","농대 4호관 앞 흡연구역으로 배달해주세요.
농대 4호관 앞 흡연구역에서 담배를 피세요.
농대 4호관 앞 근처 벤치가 있는 흡연구역이 있나요?
정자가 있는 농대 4호관 앞 정문 인근 흡연구역으로 물건을 주문하고 싶어요.
농대 4호관 앞 흡연구역으로 와주세요.
농대 4호관에 담배피는 곳은 어디있나요?
농대 4호관 정문과 제2도서관 인근의 흡연구역에는 정자가 있다는데 어디인가요?
농대 4호관 근처의 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
농대 4호관 앞 흡연구역에서 물건을 전달해주세요.
농대 4호관 앞에 담배를 필 수 있는 곳을 알려주세요.",
공간1,공대(공과대학) 8호관 원형 건물,"공대(공과대학) 8호관 앞에 원형 건물이 있습니다. 
공대 8호관 계단 옆에 원형 부속 건물이 있습니다. 
원형 구조의 공대(공과대학) 8호관 건물은 내부가 투명하게 보입니다. 
공대(공과대학) 8호관의 정문 앞에 건물이 있습니다.","35.8488, 127.1343","공대 8호관 앞에 위치한 원형 건물의 정확한 위치는 어디인가요?
공대 8호관 주변에서 원형 건물을 어떻게 찾을 수 있나요?
공대 8호관 앞 원형 건물로 가려면 어느 방향으로 가야 하나요?
공대 8호관 근처에서 원형 건물에 접근하는 가장 좋은 경로는 무엇인가요?
공대 8호관 정문에서 바라본 원형 건물의 위치를 알려주실 수 있나요?
공대 8호관 근처에 있는 원형 건물은 어느 쪽에 위치하고 있나요?
공대 8호관에서 원형 건물로 음식을 배달해주세요.
공대 8호관 앞의 원형 건물로 물건을 전달하려는데 어디에 있나요?
공대 8호관 근처에서 원형 건물을 방문하려고 하는데, 위치 안내를 받을 수 있나요?
공대 8호관과 가까운 원형 건물은 어디에 자리잡고 있나요?",
